Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,
湖興土雞山莊 茶藝館,231台灣新北市新店區湖興路128號之2,4.1,481,24.9304042,121.5607689,+886 2 2666 6700,星期一: 11:30 – 19:30,星期二: 11:30 – 19:30,星期三: 11:30 – 19:30,星期四: 11:30 – 19:30,星期五: 11:30 – 19:30,星期六: 11:30 – 19:30,星期日: 11:30 – 19:30,,https://maps.google.com/?cid=9020559853638831202,2,
大呼過癮臭臭鍋北宜店,231台灣新北市新店區北宜路二段191-193號,4.6,11,24.9533789,121.5527452,+886 2 2217 3889,星期一: 休息,"星期二: 12:00 – 14:00, 16:00 – 20:30","星期三: 12:00 – 14:00, 16:00 – 20:30","星期四: 12:00 – 14:00, 16:00 – 20:30","星期五: 12:00 – 14:00, 16:00 – 20:30","星期六: 12:00 – 14:00, 16:00 – 20:30","星期日: 12:00 – 14:00, 16:00 – 20:30",,https://maps.google.com/?cid=7543357693969051103,1,
早安美芝城（竹林店）,231台灣新北市新店區竹林路30巷2號1樓,4.3,34,24.9509598,121.5522346,+886 2 2217 9280,星期一: 05:30 – 13:00,星期二: 09:00 – 13:00,星期三: 05:30 – 13:00,星期四: 05:30 – 13:00,星期五: 05:30 – 13:00,星期六: 05:30 – 13:00,星期日: 05:30 – 13:00,,https://maps.google.com/?cid=320459263587902800,1,
好好吃雞排 北宜二店,231台灣新北市新店區北宜路二段30巷34號,4.5,4,24.9513252,121.5484519,+886 920 963 386,星期一: 16:00 – 23:00,星期二: 16:00 – 23:00,星期三: 16:00 – 23:00,星期四: 休息,星期五: 16:00 – 23:00,星期六: 16:00 – 23:00,星期日: 16:00 – 23:00,,https://maps.google.com/?cid=10851741425771612200,,
萬佳鄉早餐店,231台灣新北市新店區建國路204號,4.4,210,24.9807133,121.5378673,+886 2 8911 7543,星期一: 05:00 – 12:30,星期二: 05:00 – 12:30,星期三: 05:00 – 12:30,星期四: 05:00 – 12:30,星期五: 05:00 – 12:30,星期六: 05:00 – 13:00,星期日: 休息,,https://maps.google.com/?cid=7284575877700953342,1,
龜山小吃,231台灣新北市新店區新烏路三段63號,4.9,17,24.9040719,121.554402,+886 2 2666 5565,星期一: 07:00 – 19:00,星期二: 07:00 – 19:00,星期三: 07:00 – 19:00,星期四: 07:00 – 19:00,星期五: 07:00 – 19:00,星期六: 07:00 – 19:00,星期日: 07:00 – 19:00,TRUE,https://maps.google.com/?cid=11802920147446662082,,
蜜廚中式料理,231台灣新北市新店區新烏路三段90號,4.4,336,24.903831,121.5532951,+886 2 2666 3520,星期一: 休息,星期二: 11:30 – 14:30,星期三: 11:30 – 14:30,星期四: 11:30 – 14:30,星期五: 11:30 – 14:30,"星期六: 11:30 – 14:30, 17:30 – 19:30","星期日: 11:30 – 14:30, 17:30 – 19:30",,https://maps.google.com/?cid=7133637019576204479,2,
君記食堂,231台灣新北市新店區新烏路二段421號,4.8,1021,24.9092056,121.5517736,+886 2 2666 3128,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 休息,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,FALSE,https://maps.google.com/?cid=13447520237810831808,2,
烏來i客棧,23160台灣新北市新店區新烏路三段191之2號,4.4,381,24.9007255,121.5504501,+886 2 2666 6282,"星期一: 11:00 – 14:00, 16:00 – 20:00","星期二: 11:00 – 14:00, 16:00 – 20:00","星期三: 11:00 – 14:00, 16:00 – 20:00",星期四: 休息,"星期五: 11:00 – 14:00, 16:00 – 20:00",星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=6055465123772447540,2,
早餐飯糰,231台灣新北市新店區新烏路二段386號,4.4,5,24.909372,121.551172,,星期一: 06:00 – 12:00,星期二: 休息,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=13892465053320371202,,
翁奶奶大肉粽/鐵馬驛站,231台灣新北市新店區新烏路三段135號,5,2,24.9020749,121.5515021,,星期一: 07:30 – 20:00,星期二: 07:30 – 20:00,星期三: 07:30 – 20:00,星期四: 07:30 – 20:00,星期五: 07:30 – 20:00,星期六: 07:30 – 20:00,星期日: 07:30 – 20:00,,https://maps.google.com/?cid=10708000897242830332,,
乾隆坊港式酒樓,231台灣新北市新店區民權路42巷7號1樓,3.8,1806,24.9832691,121.5400912,+886 2 2914 1011,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=11792204289197720778,2,
于烤魚創意家常料理,231台灣新北市烏來區新烏路四段36號,4.4,782,24.8852332,121.5510213,+886 2 2661 6263,星期一: 12:00 – 20:00,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 12:00 – 20:00,星期六: 12:00 – 20:00,星期日: 12:00 – 20:00,,https://maps.google.com/?cid=17973577792103856445,2,
玖玖客棧,231台灣新北市新店區新烏路二段354號,4.3,819,24.909874,121.550689,+886 2 2666 8031,"星期一: 11:00 – 15:00, 17:00 – 21:00","星期二: 11:00 – 15:00, 17:00 – 21:00",星期三: 休息,"星期四: 11:00 – 15:00, 17:00 – 21:00","星期五: 11:00 – 15:00, 17:00 – 21:00","星期六: 11:00 – 15:00, 17:00 – 21:00","星期日: 11:00 – 15:00, 17:00 – 21:00",,https://maps.google.com/?cid=2713454554160856768,2,
新味食堂,231台灣新北市新店區新烏路三段119號,4.2,94,24.9026729,121.5522179,+886 2 2666 7310,星期一: 11:00 – 19:30,星期二: 11:00 – 19:30,星期三: 11:00 – 19:30,星期四: 11:00 – 19:30,星期五: 11:00 – 19:30,星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=1011125764336029873,,
巧山味土雞城,231台灣新北市新店區屈尺路2號,4.2,158,24.9227886,121.5491801,+886 2 2666 4256,"星期一: 11:30 – 14:30, 16:30 – 22:00",星期二: 休息,"星期三: 11:30 – 14:30, 16:30 – 22:00","星期四: 11:30 – 14:30, 16:30 – 22:00","星期五: 11:30 – 14:30, 16:30 – 22:00","星期六: 11:30 – 14:30, 16:30 – 22:00","星期日: 11:30 – 14:30, 16:30 – 22:00",,https://maps.google.com/?cid=14002359774375545852,,
山中美食館,231台灣新北市新店區新烏路一段231-3號,3.8,70,24.9307362,121.5496247,+886 2 2666 0684,星期一: 休息,"星期二: 10:00 – 14:00, 17:00 – 19:30","星期三: 10:00 – 14:00, 17:00 – 19:30","星期四: 10:00 – 14:00, 17:00 – 19:30","星期五: 10:00 – 14:00, 17:00 – 19:30","星期六: 10:00 – 14:00, 17:00 – 19:30",星期日: 10:00 – 14:00,,https://maps.google.com/?cid=2254102662434768836,,
台雞店,233台灣新北市烏來區新烏路四段1號,3.9,1205,24.8909757,121.551042,+886 2 2661 7711,星期一: 11:00 – 19:00,星期二: 11:00 – 19:00,星期三: 11:00 – 19:00,星期四: 11:00 – 19:00,星期五: 11:00 – 19:00,星期六: 11:00 – 19:30,星期日: 11:00 – 19:30,,https://maps.google.com/?cid=8098733139751765173,2,
壯壯甕仔雞 烏來店,231台灣新北市新店區新烏路二段9之9號,3.3,727,24.929402,121.5451798,+886 2 2666 5658,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 21:00,TRUE,https://maps.google.com/?cid=18418403326474737144,2,
雲仙樂園餐廳,233台灣新北市烏來區瀑布路1-1號,4.3,36,24.8488788,121.5511856,+886 2 2661 6510,星期一: 08:00 – 20:30,星期二: 08:00 – 20:30,星期三: 08:00 – 20:30,星期四: 08:00 – 20:30,星期五: 08:00 – 20:30,星期六: 08:00 – 20:30,星期日: 08:00 – 20:30,,https://maps.google.com/?cid=18409469559218485908,,
田園蔬食餐坊,208台灣新北市金山区2鄰林口4號,4.4,667,25.212005,121.5998503,+886 922 854 690,星期一: 11:00 – 19:00,星期二: 休息,星期三: 11:00 – 19:00,星期四: 11:00 – 19:00,星期五: 11:00 – 19:00,星期六: 10:00 – 19:00,星期日: 10:00 – 19:00,TRUE,https://maps.google.com/?cid=8050187694958059589,1,
藍鵲閣 - 陽明山天籟渡假酒店,208台灣新北市金山區名流路1-7號和風館1樓,4,114,25.2027306,121.5958138,+886 2 2408 0000#2120,星期一: 08:00 – 22:00,星期二: 08:00 – 22:00,星期三: 08:00 – 22:00,星期四: 08:00 – 22:00,星期五: 08:00 – 22:00,星期六: 08:00 – 22:00,星期日: 08:00 – 22:00,,https://maps.google.com/?cid=6782461304363418005,,
阿月野菜快炒,208台灣新北市金山區南勢湖陽金公路38號,4,1681,25.2177012,121.6118834,+886 2 2498 7622,星期一: 10:00 – 19:30,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 10:00 – 19:30,星期六: 10:00 – 19:30,星期日: 10:00 – 19:30,,https://maps.google.com/?cid=8863398326840077293,1,
陽金土雞,208台灣新北市金山區陽金公路38之1號,4.8,39,25.2175926,121.6115879,+886 2 2408 1100,星期一: 09:00 – 20:00,星期二: 09:00 – 20:00,星期三: 09:00 – 20:00,星期四: 09:00 – 20:00,星期五: 09:00 – 20:00,星期六: 09:00 – 20:00,星期日: 09:00 – 20:00,,https://maps.google.com/?cid=17529486936660999079,,
楓月小集♨️溫泉餐廳,208台灣新北市金山區秀峰坪1-2號,4.2,454,25.1983573,121.5971038,+886 2 2408 0981,星期一: 08:00 – 23:00,星期二: 08:00 – 23:00,星期三: 08:00 – 23:00,星期四: 08:00 – 23:00,星期五: 08:00 – 23:00,星期六: 08:00 – 23:00,星期日: 08:00 – 23:00,TRUE,https://maps.google.com/?cid=7525684373237007814,1,
奇峰石溫泉餐廳,20841台灣新北市金山區林口28之3號,4.4,88,25.2095158,121.5969542,+886 2 2408 0882,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 休息,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=2734561053850985823,,
奇峰石溫泉山莊,20841台灣新北市金山區林口28之3號,4.1,354,25.2094126,121.5970242,+886 2 2408 0829,星期一: 07:00 – 23:00,星期二: 07:00 – 23:00,星期三: 休息,星期四: 07:00 – 23:00,星期五: 07:00 – 23:00,星期六: 07:00 – 23:00,星期日: 07:00 – 23:00,TRUE,https://maps.google.com/?cid=7175297197620425380,,
雲集小棧,208台灣新北市金山區1-2號,4.1,270,25.2195375,121.6229687,+886 963 088 184,星期一: 10:00 – 20:00,星期二: 10:00 – 20:00,星期三: 休息,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 10:00 – 20:00,星期日: 10:00 – 20:00,,https://maps.google.com/?cid=18358162203940955224,1,
非常台 VeryTaiwan,208台灣新北市金山區南勢湖,4.7,33,25.2171951,121.6220729,,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 10:00 – 17:00,星期六: 10:00 – 17:00,星期日: 11:00 – 17:00,,https://maps.google.com/?cid=3313709291399178984,,
福緣火鍋,208台灣新北市金山區環金路466號1樓,4.4,4215,25.225073,121.6301581,+886 2 2498 1301,星期一: 11:00 – 22:00,星期二: 休息,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=7442244836221017935,1,
金食在港口小吃,208台灣新北市金山區中正路168號,4.4,208,25.2213446,121.6309707,+886 2 2498 0006,星期一: 10:00 – 20:00,星期二: 10:00 – 20:00,星期三: 休息,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 10:00 – 20:00,星期日: 10:30 – 20:00,TRUE,https://maps.google.com/?cid=8877328327521677995,,
甜心小站,20845台灣新北市金山區中山路297號,4.6,23,25.2233959,121.6358634,+886 2 2498 3383,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 15:00,星期日: 11:00 – 19:00,,https://maps.google.com/?cid=18131004268565438592,,
和雅齋,20845台灣新北市金山區中山路393號,4.6,423,25.225181,121.6334484,+886 2 2498 9814,"星期一: 11:00 – 14:00, 17:00 – 21:00",星期二: 休息,星期三: 休息,"星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",TRUE,https://maps.google.com/?cid=4092746511624949549,2,
越南食品,208台灣新北市金山區中正路18號,4.4,122,25.2224043,121.6360832,+886 2 2408 2073,星期一: 10:00 – 19:30,星期二: 10:00 – 19:30,星期三: 休息,星期四: 10:00 – 19:30,星期五: 10:00 – 19:30,星期六: 10:00 – 19:30,星期日: 10:00 – 19:30,,https://maps.google.com/?cid=16063845458526117741,1,
魚路小棧精緻鍋物|蔬菜放題|冰淇淋飲料放題|寵物友善|唱歌包廂,208台灣新北市金山區環金路251號,4.8,155,25.2208188,121.631823,+886 2 2498 0669,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=9990796490529523583,,
活三鮮餐廳,208台灣新北市金山區仁愛路11號,4.1,340,25.2194146,121.6380062,+886 2 2498 0922,"星期一: 11:00 – 14:30, 16:30 – 21:00","星期二: 11:00 – 14:30, 16:30 – 21:00","星期三: 11:00 – 14:30, 16:30 – 21:00","星期四: 11:00 – 14:30, 16:30 – 21:00","星期五: 11:00 – 14:30, 16:30 – 21:00",星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=14987132396757695331,2,
馬槽花藝村(陽明山溫泉),111台灣台北市士林區竹子湖路251巷20號,4.1,7191,25.1887408,121.5694004,+886 2 2861 6351#2,星期一: 24 小時營業,星期二: 24 小時營業,星期三: 24 小時營業,星期四: 24 小時營業,星期五: 24 小時營業,星期六: 24 小時營業,星期日: 24 小時營業,,https://maps.google.com/?cid=5790255061826570005,,
田中芳園,208台灣新北市金山區清水路53號,4.6,696,25.2350666,121.6291304,+886 2 2498 2385,"星期一: 12:00 – 14:30, 18:00 – 20:30","星期二: 12:00 – 14:30, 18:00 – 20:30",星期三: 休息,"星期四: 12:00 – 14:30, 18:00 – 20:30","星期五: 12:00 – 14:30, 18:00 – 20:30","星期六: 12:00 – 14:30, 18:00 – 20:30","星期日: 12:00 – 14:30, 18:00 – 20:30",TRUE,https://maps.google.com/?cid=1776554958371671375,2,
樂食客 早午餐,208台灣新北市金山區中正路23號,4.2,86,25.2222253,121.6360002,+886 2 2498 3489,星期一: 休息,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 13:00,星期日: 05:00 – 13:00,,https://maps.google.com/?cid=5519691054503333274,1,
早安美芝城金山中山,20842台灣新北市金山區中正路82號,3.9,36,25.2217922,121.6337051,+886 2 2408 1853,星期一: 06:00 – 11:30,星期二: 06:00 – 11:30,星期三: 06:00 – 11:30,星期四: 06:00 – 11:30,星期五: 06:00 – 11:30,星期六: 06:00 – 11:30,星期日: 06:00 – 11:30,,https://maps.google.com/?cid=10379156951660093134,1,
麥當勞-金山中山餐廳,208台灣新北市金山區中山路88號,4,2472,25.2189404,121.6403514,+886 2 2498 0028,星期一: 06:00 – 00:00,星期二: 06:00 – 00:00,星期三: 06:00 – 00:00,星期四: 06:00 – 00:00,星期五: 06:00 – 00:00,星期六: 06:00 – 00:00,星期日: 06:00 – 00:00,FALSE,https://maps.google.com/?cid=12604603999024028512,1,
綠峰渡假山莊,208台灣新北市金山區重和里三重橋22號,4.1,1066,25.188155,121.58884,+886 2 2408 0168,星期一: 06:00 – 22:00,星期二: 06:00 – 22:00,星期三: 06:00 – 22:00,星期四: 06:00 – 22:00,星期五: 06:00 – 22:00,星期六: 06:00 – 22:00,星期日: 06:00 – 22:00,,https://maps.google.com/?cid=2038878542125880730,,
吉臨鐵板燒,208台灣新北市金山區中山路132號,4.1,139,25.2203707,121.6390457,+886 2 2498 5568,"星期一: 10:30 – 14:30, 16:30 – 21:30","星期二: 10:30 – 14:30, 16:30 – 21:30","星期三: 10:30 – 14:30, 16:30 – 21:30",星期四: 休息,"星期五: 10:30 – 14:30, 16:30 – 21:30","星期六: 10:30 – 14:30, 16:30 – 21:30","星期日: 10:30 – 14:30, 16:30 – 21:30",,https://maps.google.com/?cid=3893637096074639438,,
八方雲集-金山店,208台灣新北市金山區中正路78號,3.6,45,25.2219124,121.633782,+886 2 2498 3306,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=6314380556347026399,1,
城市漢堡,208台灣新北市金山區中山路273號,5,1,25.2229063,121.6362457,+886 2 2498 9780,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=8567343174831689253,,
福華海鮮餐廳,208台灣新北市金山區民生路51巷1之2號,3.7,149,25.2201183,121.6420596,+886 2 2498 6259,星期一: 09:00 – 21:00,星期二: 09:00 – 21:00,星期三: 09:00 – 21:00,星期四: 09:00 – 21:00,星期五: 09:00 – 21:00,星期六: 09:00 – 21:00,星期日: 09:00 – 21:00,,https://maps.google.com/?cid=6982664890819552716,2,
古逸堂養生館,208台灣新北市金山區中山路391號,4.6,266,25.2251289,121.6335002,+886 2 2498 5220,星期一: 11:30 – 20:00,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,TRUE,https://maps.google.com/?cid=9307973056032467247,1,
金山廟口金包里鴨肉,208台灣新北市金山區金包里街104號,3.8,3900,25.2219698,121.6383848,+886 2 2498 1656,星期一: 09:30 – 18:00,星期二: 09:30 – 18:00,星期三: 09:30 – 18:00,星期四: 09:30 – 18:00,星期五: 09:30 – 18:00,星期六: 09:00 – 18:30,星期日: 09:00 – 18:30,,https://maps.google.com/?cid=17794675118653285986,1,
塔帕笠屋,208台灣新北市金山區中山路100號,4.1,436,25.2191703,121.6400926,+886 2 2498 8588,"星期一: 11:00 – 14:00, 17:00 – 20:30",星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 20:30","星期四: 11:00 – 14:00, 17:00 – 20:30","星期五: 11:00 – 14:00, 17:00 – 20:30",星期六: 11:00 – 20:30,星期日: 11:00 – 20:30,TRUE,https://maps.google.com/?cid=305049782066038800,2,
悟饕池上飯包 - 金山中正店,208台灣新北市金山區中正路40號,3.7,161,25.2222191,121.6352139,+886 2 2408 1648,星期一: 10:30 – 19:30,星期二: 10:30 – 19:30,星期三: 10:30 – 19:30,星期四: 10:30 – 19:30,星期五: 10:30 – 19:30,星期六: 10:30 – 19:30,星期日: 10:30 – 19:30,,https://maps.google.com/?cid=5249334732175656465,1,
