,Name,Address,Rating,Rating_str,User Ratings Total,Latitude,Longitude,distance(km),distance_group,Phone,price,rating_trip,type,user_number_trip,users,rating_score,popularity,distance_score
2733,Gelovery Gift 蒟若妮頂級法式甜點店(新光三越A8店),110台灣台北市信義區松高路12號B2樓,4.8,4.8,37,25.0385583,121.5667316,5.748361326,1,+886 2 2722 5886,,0,法式料理,0,37,96,11,90
2734,Wild Donkey 野驢小餐館,106台灣台北市大安區忠孝東路四段216巷33弄5號,4.1,4.1,922,25.0395591,121.5534029,6.226227717,1,+886 912 390 398,,4,法式料理,7,929,81,79,80
2735,外燴王_食尚法式外燴(大安區),106台灣台北市大安區延吉街66號3樓,5,5,1,25.0432558,121.5537706,6.596284666,2,+886 953 077 031,,0,法式料理,0,1,100,0,80
2736,Le Boulanger de monge@taiwan,110台灣台北市信義區松智路17號2F,4.3,4.3,203,25.0343073,121.5659555,5.298421125,1,+886 2 2723 8108,,0,法式料理,0,203,86,42,90
2737,隨主飡法式水煮專賣-台北延吉店,106台灣台北市大安區延吉街140之2號,3.8,3.8,64,25.0397347,121.5548227,6.192427243,1,+886 928 799 467,,0,法式料理,0,64,76,18,80
2739,外燴王 食尚法式外燴 (士林店),111台灣台北市士林區士東路266巷11弄11-1號號4F,4.9,4.9,13,25.111944,121.5372874,14.37694626,4,+886 953 077 031,,0,法式料理,0,13,98,4,60
2740,15區法式烘培天母大葉高島屋店,111台灣台北市士林區忠誠路二段55號,3.5,3.5,4,25.1118264,121.5315215,14.53485441,4,+886 2 6617 7775,,0,法式料理,0,4,70,1,60
2741,外燴王 食尚法式外燴 (環山店),114台灣台北市內湖區114台北市內湖區環山路二段55號5F,5,5,13,25.0851219,121.5737524,10.84454824,3,+886 953 077 031,,0,法式料理,0,13,100,4,70
2742,瓦樂莉法式烘焙,111台灣台北市士林區天母北路97號,4.3,4.3,446,25.1230556,121.5266806,15.87338602,4,+886 2 2873 0364,$300-750,0,法式料理,0,446,86,62,50
2743,ISM主義甜時,111台灣台北市士林區天母東路8巷21-4號,4.4,4.4,357,25.1174375,121.5322107,15.10825316,4,+886 2 2874 7989,$300-750,0,法式料理,0,357,88,57,50
2744,甜典16號,111台灣台北市士林區天母東路16號,4.3,4.3,687,25.1178053,121.5321226,15.14994583,4,+886 2 2876 6616,$300-750,0,法式料理,0,687,86,73,50
2745,越富越南法國麵包,111台灣台北市士林區德行東路45號,4.5,4.5,1184,25.1071756,121.5265001,14.21571978,4,+886 982 090 788,$1-300,0,法式料理,0,1184,90,84,60
2746,天母運動公園 法式滾球場,111台灣台北市士林區忠誠路二段207號,4.3,4.3,16,25.1154997,121.5348947,14.82382925,4,+886 2 2570 2330,,0,法式料理,0,16,86,5,60
2747,Maison Lilas法式甜點店,114台灣台北市內湖區民權東路六段296巷46-3號,4.9,4.9,167,25.0712231,121.6076399,9.8105403,3,+886 2 2630 7090,,0,法式料理,0,167,98,37,70
2748,外燴王 食尚法式外燴,112台灣台北市北投区112竹子湖路64號,4.2,4.2,13,25.1372119,121.498301,18.4041274,4,+886 953 077 031,,0,法式料理,0,13,84,4,40
2749,Lazy Pâtisserie 徠集手工法式甜點坊,115台灣台北市南港區興東街8號,4.5,4.5,56,25.0561619,121.6114875,8.396445245,2,+886 935 937 001,,0,法式料理,0,56,90,16,80
2751,viebox法式私廚餐盒,112台灣台北市北投區溫泉路24-2號,4,4,78,25.1337545,121.5031971,17.847854,4,+886 2 2897 8333,,0,法式料理,0,78,80,22,50
2752,瓦樂莉法式甜點 蘆洲店,247台灣新北市蘆洲區光復路43號,3.6,3.6,171,25.0849559,121.4631434,15.73418425,4,+886 2 8286 7603,$300-750,0,法式料理,0,171,72,38,50
2753,抹醬法式可麗餅 More Jam,25172台灣新北市淡水區中正路129號,2.7,2.7,7,25.1700126,121.4395368,24.52715263,4,+886 984 188 213,,0,法式料理,0,7,54,2,20
2754,米樂-法式甜點-手作工坊,248台灣新北市五股區民義路一段14號,4.7,4.7,116,25.0834065,121.4374583,17.59748572,4,+886 2 2292 5688,,0,法式料理,0,116,94,29,50
2755,Maxine法式手工泡芙（鼎宴小鋪）,251台灣新北市淡水區中正路11巷12號,4,4,202,25.1703662,121.4387664,24.6033249,4,+886 2 8631 3413,,0,法式料理,0,202,80,42,20
2756,外燴王 食尚法式外燴 (內湖店),114台灣台北市內湖區內湖路二段179巷3弄10號,4.9,4.9,18,25.082061,121.587773,10.56182455,3,+886 953 077 031,,0,法式料理,0,18,98,5,70
2757,法國媽媽手點,114台灣台北市內湖區康寧路三段189巷30號,4.1,4.1,111,25.0706966,121.6132631,9.951742316,3,+886 2 2631 9059,$300-750,0,法式料理,0,111,82,28,70
2758,外燴王 食尚法式外燴 (安康店),114台灣台北市內湖區安康路434巷19弄7號2 樓,4.8,4.8,11,25.0661798,121.6150054,9.557329391,3,+886 953 077 031,,0,法式料理,0,11,96,3,70
2759,古斯塔·亨利 Gustave & Henri,114台灣台北市內湖區金湖路34號,4.8,4.8,1553,25.0828708,121.5965291,10.78110939,3,+886 2 8792 2953,$1-300,0,法式料理,0,1553,96,88,70
2760,法式微笑車輪餅,114台灣台北市內湖區內湖路二段33號,3.7,3.7,260,25.0789782,121.5797747,10.16319006,3,+886 922 983 430,$1-300,0,法式料理,0,260,74,48,70
2761,MAISON GOURMANDE,114台灣台北市內湖區內湖路一段285號 號2號 2F,4.4,4.4,288,25.082474,121.5664331,10.5952755,3,+886 918 000 218,,0,法式料理,0,288,88,51,70
2762,吃吃喝喝 MAISON GOURMANDE 三民店,105台灣台北市松山區三民路153號,4.5,4.5,382,25.0612792,121.5630027,8.302047297,2,+886 2 2769 1233,$300-750,0,法式料理,0,382,90,58,80
2763,外燴王_食尚法式外燴(南港區),115台灣台北市南港區中南街13號1樓,5,5,2,25.0548459,121.61536,8.437677788,2,+886 953 077 031,,0,法式料理,0,2,100,0,80
2764,紅蜻蜓食事處,106台灣台北市大安區永康街35之1號,3.8,3.8,547,25.0308284,121.5295899,6.739999932,2,+886 2 2343 2222,$300-750,3,非洲料理,1,548,75,67,80
2765,永心鳳茶 微風信義店,"3樓, No. 68號忠孝東路五段信義區台北市台灣 110",4,4,2252,25.040505,121.5669081,5.958825608,1,+886 2 2723 3028,$300-750,4,非洲料理,21,2273,80,94,90
2766,塔吉摩洛哥料理,106台灣台北市大安區基隆路二段144巷3號,4.7,4.7,3320,25.0283333,121.5563889,4.959598731,1,+886 2 2732 7296,,4,非洲料理,49,3369,93,96,90
2767,巴雷巴雷印度餐廳,105台灣台北市松山區光復北路12號1樓,4.8,4.8,8869,25.0486993,121.5576634,7.051391624,2,+886 2 2570 7265,$300-750,4.5,美式料理,681,9550,95,99,80
2768,V&O BAR AND KITCHEN東地中海料理&酒吧,104台灣台北市中山區中山北路二段27巷1號,4.8,4.8,178,25.0532509,121.5231554,9.063359199,2,+886 2 2531 0595,,0,美式料理,0,178,96,39,70
2769,泰集 微風信義店,110台灣台北市信義區忠孝東路五段68號4樓,4.4,4.4,2377,25.0405044,121.5668964,5.958951231,1,+886 2 2722 8618,$750-1350,4,美式料理,248,2625,87,95,90
2770,貓空龍門客棧,116台灣台北市文山區指南路三段38巷22之2號,3.9,3.9,2836,24.9672139,121.5868528,2.497928952,1,+886 2 2939 8865,$300-750,3.5,美式料理,47,2883,77,96,100
2771,TGI FRIDAYS 星期五美式餐廳 環球餐廳,235台灣新北市中和區中山路三段122號4樓,4.1,4.1,2065,25.0062395,121.4751313,10.42397035,3,+886 2 2225 3578,$300-750,0,美式料理,0,2065,82,93,70
2772,喬森西餐Savory Restaurant,110台灣台北市信義區松信路221號,4.4,4.4,219,25.0413701,121.5721458,5.992144904,1,+886 2 2528 3099,,4.5,美式料理,5,224,88,44,90
2773,阿里郎村落,111台灣台北市士林區福華路149號,4,4,835,25.1033049,121.5221212,13.98101639,4,+886 2 2838 3228,$300-750,3.5,美式料理,3,838,79,77,60
2774,Chili's Grill & Bar 美式休閒餐廳 - 天母店,111台灣台北市士林區忠誠路二段55號2樓,4.3,4.3,1420,25.1123175,121.5317816,14.57862918,4,+886 2 2875 4838,$300-750,3.5,美式料理,38,1458,85,87,60
2775,老倉庫,111台灣台北市士林區福華路146號,4.4,4.4,3167,25.1033725,121.5227565,13.96298908,4,+886 2 2833 6908,$300-750,5,美式料理,2,3169,88,96,60
2776,Bottless 非瓶,105台灣台北市松山區慶城街26-1號,4.5,4.5,1701,25.0538864,121.5458825,7.987790741,2,+886 2 2514 0089,$750-1350,4.5,美式料理,3,1704,90,90,80
2777,水礦 Restaurant & Cafe,106台灣台北市大安區大安路一段19巷4號1樓,4.3,4.3,363,25.0443679,121.5463966,7.000894568,2,+886 908 790 805,$300-750,0,美式料理,0,363,86,57,80
2778,the Diner 樂子信義旗艦店,110台灣台北市信義區松壽路12號,4,4,3227,25.035347,121.5660706,5.409461858,1,+886 2 7737 5055,$300-750,4,美式料理,287,3514,80,96,90
2779,TGI FRIDAYS 星期五美式餐廳 中壢餐廳,320台灣桃園市中壢區中園路二段501號4樓,4.1,4.1,1771,25.0016279,121.2285567,35.10127291,4,+886 3 468 0020,,0,美式料理,0,1771,82,90,10
2780,TGI FRIDAYS 星期五美式餐廳 桃園餐廳,330台灣桃園市桃園區中正路1117號,4.1,4.1,1442,25.0174135,121.297693,28.29183112,4,+886 3 326 3579,$750-1350,0,美式料理,0,1442,82,87,10
2781,Burger Su 美式蔬食漢堡-北投店 BeyondMeat 未來漢堡專賣店,112台灣台北市北投區中央南路二段36-1號,4.6,4.6,796,25.1247745,121.500135,17.08062757,4,+886 2 2891 8150,$300-750,4,美式料理,2,798,91,76,50
2782,水牛城美式餐廳BFLO,10465台灣台北市中山區北安路538巷1弄9號,4.2,4.2,894,25.0799505,121.5482273,10.65396345,3,+886 2 2532 9833,$300-750,4.5,美式料理,12,906,84,79,70
2783,Triple Cafe,114台灣台北市內湖區成功路五段118號,4.1,4.1,2348,25.0832177,121.6041202,10.98732835,3,+886 2 8791 7620,$300-750,4,美式料理,1,2349,81,94,70
2784,象園咖啡內湖店,114台灣台北市內湖區內湖路二段192號,4.3,4.3,4991,25.080771,121.5857379,10.39888493,3,+886 2 2792 6080,$300-750,4,美式料理,30,5021,85,98,70
2785,Bsb美式餐廳,114台灣台北市內湖區瑞光路287號,4.2,4.2,1244,25.0755556,121.5763889,9.777282807,3,+886 2 2658 0622,$300-750,4,美式料理,3,1247,83,85,70
2786,Texas Roadhouse 德州鮮切牛排 松高店,110台灣台北市信義區松高路16號3F,4.2,4.2,3868,25.0381554,121.5673139,5.694391084,1,+886 2 2725 1030,$750-1350,4.5,美式料理,885,4753,85,98,90
2787,Juicy Bun Burger 就是棒 美式餐廳 政大店,116台灣台北市文山區萬壽路19號1樓,4.4,4.4,1991,24.988161,121.5760589,0.074558654,1,+886 2 2939 0780,$300-750,4,美式料理,20,2011,87,92,100
2788,The chips美式餐廳（南港車站）,115台灣台北市南港區忠孝東路七段369號CITYLINK C棟8樓,4,4,1329,25.0526661,121.6046387,7.767785885,2,+886 2 2652 9376,,0,美式料理,0,1329,80,86,80
2789,美式早餐屋,116台灣台北市文山區新光路一段105號,4.2,4.2,48,24.9910899,121.5737642,0.473970665,1,+886 2 2937 6258,,0,美式料理,0,48,84,14,100
2790,胖老爹美式炸雞 金山店,208台灣新北市金山區和平街5號,4.2,4.2,85,25.2214838,121.636701,26.70080326,4,+886 2 2498 8906,,0,美式料理,0,85,84,23,20
2791,胖老爹美式炸雞 深坑店,222台灣新北市深坑區北深路二段125號,4.1,4.1,55,25.002671,121.6156919,4.28893229,1,+886 2 2664 5420,,0,美式料理,0,55,82,16,90
2792,小南港-懶人私廚(5/27-5/30公休）,115台灣台北市南港區中南街8號,4.2,4.2,852,25.054987,121.615199,8.444076166,2,+886 905 271 685,$1-300,3.5,美式料理,3,855,83,78,80
2793,胖老爹美式炸雞 基隆七堵店,206台灣基隆市七堵區福二街88號,4.2,4.2,187,25.0814501,121.6965241,15.97030036,4,+886 2 2452 1290,$1-300,0,美式料理,0,187,84,40,50
2794,爆Q美式炸雞 汐止店,221台灣新北市汐止區大同路二段312巷3號,4.4,4.4,174,25.066446,121.655913,11.86694081,3,+886 908 222 176,,0,美式料理,0,174,88,38,70
2795,TGI FRIDAYS 星期五美式餐廳,108台灣台北市萬華區武昌街二段72號2樓,4.1,4.1,2587,25.044807,121.506211,9.518260595,3,+886 2 2388 0679,,4,美式料理,514,3101,81,96,70
2796,Buttermilk 餐廳 Restaurant,"一樓, No. 77號武昌街二段萬華區台北市台灣 10843",3.2,3.2,10,25.0451617,121.5055717,9.592546672,3,+886 2 2375 2268,,0,美式料理,0,10,64,3,70
2797,美式複合屋,235台灣新北市中和區復興路4號,4.2,4.2,76,24.9898812,121.5062736,7.08284579,2,+886 2 2947 8262,,0,美式料理,0,76,84,21,80
2798,UncleQ by Veganday 純植創意料理餐廳,10642台灣台北市大安區潮州街105號1樓,4.5,4.5,760,25.0287932,121.5274731,6.735529913,2,+886 2 2356 8095,,4,美式料理,3,763,89,75,80
2799,麥當勞-士林餐廳,111台灣台北市士林區中山北路五段602號,3.9,3.9,4410,25.0960802,121.5281658,13.00566719,4,+886 2 2831 3010,,4,美式料理,20,4430,78,98,60
2800,BRICK YARD 33 1/3美軍俱樂部,111台灣台北市士林區凱旋路49號,4.1,4.1,6273,25.135525,121.5434171,16.77989719,4,+886 2 2861 8282,,3.5,美式料理,28,6301,81,99,50
2801,西堤牛排 台北復興南店,106台灣台北市大安区复兴南路一段152號3F,4.6,4.6,8639,25.0422741,121.5434409,6.929998737,2,+886 2 2711 2231,,4,美式料理,16,8655,91,99,80
2802,Eat enjoy意享美式廚房新店店 外帶美食 外送美食 新店美食 千層蛋糕 美式餐廳 寵物友善,231台灣新北市新店區北新路一段88巷9號,4.5,4.5,4874,24.9674302,121.5427348,4.077998138,1,+886 2 2910 9179,,0,美式料理,0,4874,90,98,90
2803,Skylark洋食‧芳鄰 士林中山北店,11163台灣台北市士林區中山北路五段565號1樓,3.9,3.9,2058,25.09522,121.5277969,12.93108899,4,+886 2 2883 7742,,4,美式料理,12,2070,78,93,60
2804,ED's Diner美式BBQ燒烤餐館,10491台灣台北市中山區樂群二路216號,4.2,4.2,1345,25.0796878,121.560048,10.37016985,3,+886 2 8502 6969,,4.5,美式料理,58,1403,84,87,70
2805,McCafé咖啡-景美店,116台灣台北市文山區景中街30巷12號,4.9,4.9,58,24.9921189,121.542655,3.448013159,1,+886 2 2933 3341,,3.5,美式料理,7,65,94,19,90
2806,Boulevard Cafe 林蔭美式餐酒食,111台灣台北市士林區至善路二段33號,4.6,4.6,405,25.0973739,121.5442214,12.629329,4,+886 2 2883 0323,,0,美式料理,0,405,92,60,60
2807,PATIO46 美式餐廳,116台灣台北市文山區興隆路三段112巷4弄46號,4.2,4.2,1004,24.9992859,121.5557155,2.463936504,1,+886 2 8935 1146,,4.5,美式料理,2,1006,84,81,100
2808,胖老爹美式炸雞 民生店,104台灣台北市中山區民生東路一段27巷1號1樓,2.5,2.5,507,25.0583483,121.5251287,9.414807293,3,+886 2 2100 1711,$1-300,0,美式料理,0,507,50,65,70
2809,胖老爹美式炸雞 林森長安店,10491台灣台北市中山區吉林路26巷20號,3,3,482,25.0513814,121.5292839,8.53795101,2,+886 2 2581 3111,$1-300,0,美式料理,0,482,60,64,80
2810,Burger Yellow - 台北中正區 推薦人氣 鹿肉漢堡 公園野餐 美式餐廳 美式料理 美式漢堡 炸魚薯條 朝聖新點 網美店 寵物友善,100台灣台北市中正區南陽街38巷2-1號,4.4,4.4,330,25.0441952,121.5157715,8.77598918,2,+886 2 2388 8948,$300-750,0,美式料理,0,330,88,55,80
2811,胖老爹美式炸雞 重慶圓環店,103台灣台北市大同區重慶北路一段101號,3.8,3.8,233,25.0534946,121.5144146,9.63250089,3,+886 2 2559 5959,,0,美式料理,0,233,76,45,70
2812,胖老爹美式炸雞 台北延平店,10375台灣台北市大同區延平北路三段57號,3.2,3.2,195,25.0654612,121.5111461,10.87530395,3,+886 2 2599 3655,,0,美式料理,0,195,64,41,70
2813,OLDIES BURGER 歐帝斯美墨餐廳(公休請看FB/IG公告),103台灣台北市大同區華陰街57號,4.2,4.2,1408,25.0495827,121.5186607,9.024037412,2,+886 2 2552 6222,$300-750,4.5,美式料理,27,1435,84,87,70
2814,JK 美式炸雞 三重店,241台灣新北市三重區五華街86號,4.2,4.2,36,25.0821462,121.4930515,13.45936554,4,+886 2 2988 8791,,0,美式料理,0,36,84,10,60
2815,Buttermilk 摩登美式餐廳,10491台灣台北市中山區中山北路二段57之1號,4.1,4.1,1642,25.0557916,121.5230276,9.299750414,3,+886 2 2565 2898,$300-750,4,美式料理,54,1696,81,90,70
2816,A.K.12 美式小館,108台灣台北市萬華區峨嵋街12號2樓,4.3,4.3,1544,25.0433286,121.5075622,9.307212971,3,+886 2 2361 0136,$300-750,4,美式料理,16,1560,85,88,70
2817,酷嗑斯美式炸雞 台北炸全雞 臺北大同區美食 延三夜市美食,103台灣台北市大同區延平北路四段50號,4.6,4.6,146,25.0702084,121.5107509,11.32308953,3,+886 903 100 990,,0,美式料理,0,146,92,34,70
2818,有添糧,241台灣新北市三重區自強路一段141號,4.5,4.5,334,25.0666984,121.4946699,12.05369549,3,+886 2 2988 5361,$300-750,0,美式料理,0,334,90,55,60
2819,Meat Up 覓晌 西門店 早午餐｜義大利麵｜舒芙蕾｜寵物友善,108台灣台北市萬華區武昌街二段37號6樓,4.5,4.5,8082,25.0446517,121.5076793,9.397022101,3,+886 908 198 398,,3.5,美式料理,29,8111,89,99,70
2820,TGI FRIDAYS 星期五美式餐廳 林森餐廳,10491台灣台北市中山区林森北路247號1樓,4.1,4.1,1721,25.0539759,121.5257614,8.976261049,2,+886 2 2511 8579,$300-750,4,美式料理,276,1997,81,92,80
2821,TakeOut Burger&Cafe 民權店,104台灣台北市中山区抚顺街11號1樓,4.7,4.7,1300,25.0637638,121.5213551,10.12678938,3,+886 2 2592 1011,,0,美式料理,0,1300,94,86,70
2822,Stan & Cat 史丹貓美式餐廳 西門店,108台灣台北市萬華區昆明街138號,4.4,4.4,2108,25.0426907,121.5046644,9.481196869,3,+886 2 2311 2550,$300-750,4,美式料理,2,2110,87,93,70
2823,Burger Talks 漢堡速客Express 美式鮮做漢堡 北車||人氣||站前||美食||啤酒||調酒||企業訂餐||Beer||Cocktail||Sport Bar|| DARTSLIVE 2 飛鏢,100台灣台北市中正區信陽街14號,4.3,4.3,722,25.0445367,121.5158039,8.800970897,2,+886 2 2331 6198,$300-750,4.5,美式料理,2,724,86,74,80
2824,CAMPUS CAFE 忠孝店,106台灣台北市大安區忠孝東路三段203號,3.9,3.9,3534,25.041901,121.5391063,7.115031292,2,+886 2 2751 6021,$300-750,4,美式料理,147,3681,78,97,80
2825,胖老爹美式炸雞 大南店,111台灣台北市士林區大南路320號,3.2,3.2,554,25.0889696,121.5183984,12.69868375,4,+886 2 2883 1588,$1-300,0,美式料理,0,554,64,68,60
2826,胖老爹美式炸雞 自強店,241台灣新北市三重區自強路二段9號,3.5,3.5,145,25.069152,121.490184,12.56263349,4,+886 2 8982 5252,,0,美式料理,0,145,70,34,60
2827,DOUBLE SINGLE,103台灣台北市大同區南京西路18巷26-1號號1,4.1,4.1,346,25.050794,121.520097,9.035529015,2,+886 2 2550 6169,,0,美式料理,0,346,82,56,70
2828,胖老爹美式炸雞 西門店,108台灣台北市萬華區漢口街二段67-1號,4.1,4.1,259,25.0460886,121.5054825,9.668222048,3,+886 2 2331 7588,,0,美式料理,0,259,82,48,70
2829,Wayne’s Boston 瑋恩波士頓美式龍蝦牛排餐廳,10491台灣台北市中山區新生北路一段88號,4.4,4.4,1161,25.0477439,121.5297328,8.179101009,2,+886 2 2541 9530,$750-1350,4.5,美式料理,13,1174,88,84,80
2830,炸G行家-大龍峒店（炸雞行家.美式炸雞.平價美食）,103台灣台北市大同區重慶北路三段335巷56號,4.2,4.2,51,25.0744639,121.5155667,11.44254009,3,+886 906 133 035,,0,美式料理,0,51,84,15,70
2831,吃吧餐廳 chiba,108台灣台北市萬華區武昌街二段77號5樓,4,4,783,25.0451617,121.5055717,9.592546672,3,+886 2 2375 2075,$300-750,0,美式料理,0,783,80,75,70
2832,胖老爹美式炸雞 社子店,11171台灣台北市士林區延平北路五段105號,3.2,3.2,103,25.0813269,121.5103868,12.3664772,4,+886 2 2813 1315,$1-300,0,美式料理,0,103,64,26,60
2833,胖老爹美式炸雞 仁愛店,241台灣新北市三重區仁愛街89號,3.9,3.9,72,25.073508,121.4960193,12.52808068,4,+886 2 2976 1234,$300-750,0,美式料理,0,72,78,20,60
2834,爸爸Kevin美食BBQ,10491台灣台北市中山區民生東路二段115巷6號,4.5,4.5,2547,25.0584527,121.5315462,9.085418738,3,+886 2 2511 7427,$300-750,0,美式料理,0,2547,90,95,70
2835,胖老爹美式炸雞 三重台北橋店,241台灣新北市三重區文化南路33號,3.8,3.8,562,25.0616682,121.5001483,11.26824609,3,+886 2 2976 6677,$1-300,0,美式料理,0,562,76,68,70
