,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,Unnamed: 17,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
1202,藍鵲閣 - 陽明山天籟渡假酒店,208台灣新北市金山區名流路1-7號和風館1樓,4,114,25.2027306,121.5958138,+886 2 2408 0000#2120,星期一: 08:00 – 22:00,星期二: 08:00 – 22:00,星期三: 08:00 – 22:00,星期四: 08:00 – 22:00,星期五: 08:00 – 22:00,星期六: 08:00 – 22:00,星期日: 08:00 – 22:00,,https://maps.google.com/?cid=6782461304363418005,,,,,,,0,,0
1203,阿月野菜快炒,208台灣新北市金山區南勢湖陽金公路38號,4,1681,25.2177012,121.6118834,+886 2 2498 7622,星期一: 10:00 – 19:30,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 10:00 – 19:30,星期六: 10:00 – 19:30,星期日: 10:00 – 19:30,,https://maps.google.com/?cid=8863398326840077293,1,,,,,,0,,0
1204,陽金土雞,208台灣新北市金山區陽金公路38之1號,4.8,39,25.2175926,121.6115879,+886 2 2408 1100,星期一: 09:00 – 20:00,星期二: 09:00 – 20:00,星期三: 09:00 – 20:00,星期四: 09:00 – 20:00,星期五: 09:00 – 20:00,星期六: 09:00 – 20:00,星期日: 09:00 – 20:00,,https://maps.google.com/?cid=17529486936660999079,,,,,,,0,,0
1205,楓月小集♨️溫泉餐廳,208台灣新北市金山區秀峰坪1-2號,4.2,454,25.1983573,121.5971038,+886 2 2408 0981,星期一: 08:00 – 23:00,星期二: 08:00 – 23:00,星期三: 08:00 – 23:00,星期四: 08:00 – 23:00,星期五: 08:00 – 23:00,星期六: 08:00 – 23:00,星期日: 08:00 – 23:00,TRUE,https://maps.google.com/?cid=7525684373237007814,1,,,,,,0,,0
1206,奇峰石溫泉餐廳,20841台灣新北市金山區林口28之3號,4.4,88,25.2095158,121.5969542,+886 2 2408 0882,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 休息,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=2734561053850985823,,,,,,,0,,0
1207,奇峰石溫泉山莊,20841台灣新北市金山區林口28之3號,4.1,354,25.2094126,121.5970242,+886 2 2408 0829,星期一: 07:00 – 23:00,星期二: 07:00 – 23:00,星期三: 休息,星期四: 07:00 – 23:00,星期五: 07:00 – 23:00,星期六: 07:00 – 23:00,星期日: 07:00 – 23:00,TRUE,https://maps.google.com/?cid=7175297197620425380,,,,,,,0,,0
1208,雲集小棧,208台灣新北市金山區1-2號,4.1,270,25.2195375,121.6229687,+886 963 088 184,星期一: 10:00 – 20:00,星期二: 10:00 – 20:00,星期三: 休息,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 10:00 – 20:00,星期日: 10:00 – 20:00,,https://maps.google.com/?cid=18358162203940955224,1,,,,,,0,,0
1209,福緣火鍋,208台灣新北市金山區環金路466號1樓,4.4,4215,25.225073,121.6301581,+886 2 2498 1301,星期一: 11:00 – 22:00,星期二: 休息,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=7442244836221017935,1,,,,,,0,,0
1210,金食在港口小吃,208台灣新北市金山區中正路168號,4.4,208,25.2213446,121.6309707,+886 2 2498 0006,星期一: 10:00 – 20:00,星期二: 10:00 – 20:00,星期三: 休息,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 10:00 – 20:00,星期日: 10:30 – 20:00,TRUE,https://maps.google.com/?cid=8877328327521677995,,,,,,,0,,0
1211,甜心小站,20845台灣新北市金山區中山路297號,4.6,23,25.2233959,121.6358634,+886 2 2498 3383,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 15:00,星期日: 11:00 – 19:00,,https://maps.google.com/?cid=18131004268565438592,,,,,,,0,,0
1212,和雅齋,20845台灣新北市金山區中山路393號,4.6,423,25.225181,121.6334484,+886 2 2498 9814,"星期一: 11:00 – 14:00, 17:00 – 21:00",星期二: 休息,星期三: 休息,"星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",TRUE,https://maps.google.com/?cid=4092746511624949549,2,,,,,,0,,0
1213,越南食品,208台灣新北市金山區中正路18號,4.4,122,25.2224043,121.6360832,+886 2 2408 2073,星期一: 10:00 – 19:30,星期二: 10:00 – 19:30,星期三: 休息,星期四: 10:00 – 19:30,星期五: 10:00 – 19:30,星期六: 10:00 – 19:30,星期日: 10:00 – 19:30,,https://maps.google.com/?cid=16063845458526117741,1,,,,,,0,,0
1214,魚路小棧精緻鍋物|蔬菜放題|冰淇淋飲料放題|寵物友善|唱歌包廂,208台灣新北市金山區環金路251號,4.8,155,25.2208188,121.631823,+886 2 2498 0669,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=9990796490529523583,,,,,,,0,,0
1215,活三鮮餐廳,208台灣新北市金山區仁愛路11號,4.1,340,25.2194146,121.6380062,+886 2 2498 0922,"星期一: 11:00 – 14:30, 16:30 – 21:00","星期二: 11:00 – 14:30, 16:30 – 21:00","星期三: 11:00 – 14:30, 16:30 – 21:00","星期四: 11:00 – 14:30, 16:30 – 21:00","星期五: 11:00 – 14:30, 16:30 – 21:00",星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=14987132396757695331,2,,,,,,0,,0
1216,馬槽花藝村(陽明山溫泉),111台灣台北市士林區竹子湖路251巷20號,4.1,7191,25.1887408,121.5694004,+886 2 2861 6351#2,星期一: 24 小時營業,星期二: 24 小時營業,星期三: 24 小時營業,星期四: 24 小時營業,星期五: 24 小時營業,星期六: 24 小時營業,星期日: 24 小時營業,,https://maps.google.com/?cid=5790255061826570005,,,,,,,0,,0
1217,田中芳園,208台灣新北市金山區清水路53號,4.6,696,25.2350666,121.6291304,+886 2 2498 2385,"星期一: 12:00 – 14:30, 18:00 – 20:30","星期二: 12:00 – 14:30, 18:00 – 20:30",星期三: 休息,"星期四: 12:00 – 14:30, 18:00 – 20:30","星期五: 12:00 – 14:30, 18:00 – 20:30","星期六: 12:00 – 14:30, 18:00 – 20:30","星期日: 12:00 – 14:30, 18:00 – 20:30",TRUE,https://maps.google.com/?cid=1776554958371671375,2,,,,,,0,,0
1218,樂食客 早午餐,208台灣新北市金山區中正路23號,4.2,86,25.2222253,121.6360002,+886 2 2498 3489,星期一: 休息,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 13:00,星期日: 05:00 – 13:00,,https://maps.google.com/?cid=5519691054503333274,1,,,,,,0,,0
1219,早安美芝城金山中山,20842台灣新北市金山區中正路82號,3.9,36,25.2217922,121.6337051,+886 2 2408 1853,星期一: 06:00 – 11:30,星期二: 06:00 – 11:30,星期三: 06:00 – 11:30,星期四: 06:00 – 11:30,星期五: 06:00 – 11:30,星期六: 06:00 – 11:30,星期日: 06:00 – 11:30,,https://maps.google.com/?cid=10379156951660093134,1,,,,,,0,,0
1220,麥當勞-金山中山餐廳,208台灣新北市金山區中山路88號,4,2472,25.2189404,121.6403514,+886 2 2498 0028,星期一: 06:00 – 00:00,星期二: 06:00 – 00:00,星期三: 06:00 – 00:00,星期四: 06:00 – 00:00,星期五: 06:00 – 00:00,星期六: 06:00 – 00:00,星期日: 06:00 – 00:00,FALSE,https://maps.google.com/?cid=12604603999024028512,1,,,,,,0,,0
1221,綠峰渡假山莊,208台灣新北市金山區重和里三重橋22號,4.1,1066,25.188155,121.58884,+886 2 2408 0168,星期一: 06:00 – 22:00,星期二: 06:00 – 22:00,星期三: 06:00 – 22:00,星期四: 06:00 – 22:00,星期五: 06:00 – 22:00,星期六: 06:00 – 22:00,星期日: 06:00 – 22:00,,https://maps.google.com/?cid=2038878542125880730,,,,,,,0,,0
1222,吉臨鐵板燒,208台灣新北市金山區中山路132號,4.1,139,25.2203707,121.6390457,+886 2 2498 5568,"星期一: 10:30 – 14:30, 16:30 – 21:30","星期二: 10:30 – 14:30, 16:30 – 21:30","星期三: 10:30 – 14:30, 16:30 – 21:30",星期四: 休息,"星期五: 10:30 – 14:30, 16:30 – 21:30","星期六: 10:30 – 14:30, 16:30 – 21:30","星期日: 10:30 – 14:30, 16:30 – 21:30",,https://maps.google.com/?cid=3893637096074639438,,,,,,,0,,0
1223,八方雲集-金山店,208台灣新北市金山區中正路78號,3.6,45,25.2219124,121.633782,+886 2 2498 3306,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=6314380556347026399,1,,,,,,0,,0
1224,城市漢堡,208台灣新北市金山區中山路273號,5,1,25.2229063,121.6362457,+886 2 2498 9780,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=8567343174831689253,,,,,,,0,,0
1225,福華海鮮餐廳,208台灣新北市金山區民生路51巷1之2號,3.7,149,25.2201183,121.6420596,+886 2 2498 6259,星期一: 09:00 – 21:00,星期二: 09:00 – 21:00,星期三: 09:00 – 21:00,星期四: 09:00 – 21:00,星期五: 09:00 – 21:00,星期六: 09:00 – 21:00,星期日: 09:00 – 21:00,,https://maps.google.com/?cid=6982664890819552716,2,,,,,,0,,0
1226,古逸堂養生館,208台灣新北市金山區中山路391號,4.6,266,25.2251289,121.6335002,+886 2 2498 5220,星期一: 11:30 – 20:00,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,TRUE,https://maps.google.com/?cid=9307973056032467247,1,,,,,,0,,0
1227,金山廟口金包里鴨肉,208台灣新北市金山區金包里街104號,3.8,3900,25.2219698,121.6383848,+886 2 2498 1656,星期一: 09:30 – 18:00,星期二: 09:30 – 18:00,星期三: 09:30 – 18:00,星期四: 09:30 – 18:00,星期五: 09:30 – 18:00,星期六: 09:00 – 18:30,星期日: 09:00 – 18:30,,https://maps.google.com/?cid=17794675118653285986,1,,,,,,0,,0
1228,塔帕笠屋,208台灣新北市金山區中山路100號,4.1,436,25.2191703,121.6400926,+886 2 2498 8588,"星期一: 11:00 – 14:00, 17:00 – 20:30",星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 20:30","星期四: 11:00 – 14:00, 17:00 – 20:30","星期五: 11:00 – 14:00, 17:00 – 20:30",星期六: 11:00 – 20:30,星期日: 11:00 – 20:30,TRUE,https://maps.google.com/?cid=305049782066038800,2,,,,,,0,,0
1229,悟饕池上飯包 - 金山中正店,208台灣新北市金山區中正路40號,3.7,161,25.2222191,121.6352139,+886 2 2408 1648,星期一: 10:30 – 19:30,星期二: 10:30 – 19:30,星期三: 10:30 – 19:30,星期四: 10:30 – 19:30,星期五: 10:30 – 19:30,星期六: 10:30 – 19:30,星期日: 10:30 – 19:30,,https://maps.google.com/?cid=5249334732175656465,1,,,,,,0,,0
1230,YOYO早餐店,208台灣新北市金山區金包里街119號,5,3,25.2226049,121.6375051,+886 983 912 089,星期一: 06:30 – 10:00,星期二: 06:30 – 10:00,星期三: 06:30 – 10:00,星期四: 06:30 – 10:00,星期五: 06:30 – 10:00,星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=5195280394688947120,,,,,,,0,,0
1231,酒莊美食餐廳,207台灣新北市萬里區內中福路4號,4.3,541,25.1652119,121.6676486,+886 2 2492 1616,星期一: 休息,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,TRUE,https://maps.google.com/?cid=10768103166082931650,2,,,,,,0,,0
1232,船長早餐店,208台灣新北市金山區新北市金山區磺港路166號,5,1,25.224877,121.643691,+886 2 2498 1421,星期一: 05:30 – 11:30,星期二: 05:30 – 11:30,星期三: 05:30 – 11:30,星期四: 05:30 – 11:30,星期五: 05:30 – 11:30,星期六: 05:30 – 11:30,星期日: 05:30 – 11:30,,https://maps.google.com/?cid=8397508285422218792,,,,,,,0,,0
1233,野柳珠海餐廳,20744台灣新北市萬里區港東路162-13號,4.4,845,25.2040316,121.6904737,+886 2 2492 2540,星期一: 09:00 – 22:00,星期二: 09:00 – 22:00,星期三: 09:00 – 22:00,星期四: 09:00 – 22:00,星期五: 09:00 – 22:00,星期六: 09:00 – 22:00,星期日: 09:00 – 22:00,,https://maps.google.com/?cid=9575293431376498501,,,,,,,0,,0
1234,漁莊海鮮餐廳,207台灣新北市萬里區漁澳路64之2號,4.4,702,25.1957228,121.687555,+886 2 2492 7130,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 20:30,,https://maps.google.com/?cid=146228555773621710,,,,,,,0,,0
1235,呷尚鱻餐廳,204台灣基隆市安樂區基金三路67-1號,4.5,2509,25.1530367,121.6970732,+886 2 2431 0557,星期一: 11:00 – 21:00,星期二: 休息,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=7456456550879726811,2,,,,,,0,,0
1236,龜吼巧晏漁坊／龜吼必吃海鮮餐廳／萬里蟹料理／萬里美食海鮮餐廳／萬里龜吼海鮮海產,207台灣新北市萬里區漁澳路62-1號,4.4,6210,25.1955055,121.6872498,+886 2 2492 6999,星期一: 10:30 – 20:30,星期二: 10:30 – 20:15,星期三: 10:30 – 20:15,星期四: 10:30 – 20:15,星期五: 10:30 – 20:15,星期六: 10:30 – 20:15,星期日: 10:30 – 20:15,,https://maps.google.com/?cid=13991665705579461590,2,,,,,,0,,0
1237,松發鱒鱘料理,20742台灣新北市萬里區福德坑路5號,4.8,39,25.1601175,121.6237057,+886 976 338 777,星期一: 11:00 – 19:00,星期二: 11:00 – 19:00,星期三: 11:00 – 19:00,星期四: 休息,星期五: 11:00 – 19:00,星期六: 11:00 – 19:00,星期日: 11:00 – 19:00,,https://maps.google.com/?cid=16372194419533718196,,,,,,,0,,0
1238,陽明山平菁街橘咖啡,111台灣台北市士林區平菁街93巷26號,4.3,301,25.138338,121.578295,+886 2 2861 6228,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 12:00 – 17:00,星期五: 12:00 – 17:00,星期六: 11:30 – 17:00,星期日: 11:30 – 17:00,TRUE,https://maps.google.com/?cid=4531617803591530098,2,, 橘咖啡,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d12971339-Reviews-Orange_Garden_Cafe-Shilin_Taipei.html,111 台灣 士林台北 士林区平等里平菁街93巷26号,+886 2 2861 6228,4,"中式料理, 亞洲料理, 健康料理, 台灣小吃/台菜",1
1239,陽明山平菁街橘咖啡,111台灣台北市士林區平菁街93巷26號,4.3,301,25.138338,121.578295,+886 2 2861 6228,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 12:00 – 17:00,星期五: 12:00 – 17:00,星期六: 11:30 – 17:00,星期日: 11:30 – 17:00,TRUE,https://maps.google.com/?cid=4531617803591530098,2,, 橘咖啡,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d12971339-Reviews-Orange_Garden_Cafe-Shilin_Taipei.html,111 台灣 士林台北 士林区平等里平菁街93巷26号,+886 2 2861 6228,4,"中式料理, 亞洲料理, 健康料理, 台灣小吃/台菜",1
1240,五指山星城咖啡,221台灣新北市汐止區汐萬路三段,4.1,1280,25.1259417,121.6046609,+886 932 030 833,星期一: 09:00 – 02:00,星期二: 09:00 – 02:00,星期三: 09:00 – 02:00,星期四: 09:00 – 02:00,星期五: 09:00 – 02:00,星期六: 09:00 – 02:00,星期日: 09:00 – 02:00,,https://maps.google.com/?cid=17239326292793179449,1,,,,,,0,,0
1241,明湖早餐店,114台灣台北市內湖區康寧路三段99巷10弄11號,4.2,40,25.0721028,121.610712,+886 2 2634 9691,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=7651244536579836306,,,,,,,0,,0
1242,唐門潮雞排內湖分舵 口水雞 涼麵 炸全雞 丼飯,114台灣台北市內湖區成功路四段182巷8弄2號1樓,4.7,459,25.084129,121.5936383,+886 2 2790 1567,星期一: 12:00 – 03:00,星期二: 12:00 – 03:00,星期三: 12:00 – 03:00,星期四: 12:00 – 03:00,星期五: 12:00 – 03:00,星期六: 14:00 – 03:00,星期日: 14:00 – 03:00,,https://maps.google.com/?cid=99469132879174822,,,,,,,0,,0
1243,Pizza Mia 窯烤披薩,114台灣台北市內湖區成功路四段201號,4.8,287,25.0841917,121.595894,+886 2 2790 9822,星期一: 休息,星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=6175857631313282320,2,,,,,,0,,0
1244,Mayur indian kitchen Neihu馬友友印度廚房內湖店(MIK 12),114台灣台北市內湖區成功路四段203號,4.9,649,25.0841863,121.5959021,+886 2 8792 1292,"星期一: 11:00 – 15:00, 17:00 – 22:00",星期二: 休息,"星期三: 11:00 – 15:00, 17:00 – 22:00","星期四: 11:00 – 15:00, 17:00 – 22:00","星期五: 11:00 – 15:00, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=3578464057321861483,,,,,,,0,,0
1245,toko indo nusa bali,114台灣台北市內湖區金龍路207號,4.1,7,25.0878999,121.58749,+886 978 286 262,星期一: 08:00 – 21:00,星期二: 08:00 – 21:00,星期三: 08:00 – 21:00,星期四: 08:00 – 21:00,星期五: 08:00 – 21:00,星期六: 08:00 – 21:00,星期日: 08:00 – 21:00,,https://maps.google.com/?cid=4634478535752914908,,,,,,,0,,0
1246,起家雞韓式炸雞 內湖金龍店,114台灣台北市內湖區金龍路19號,4.2,223,25.0847019,121.594647,+886 2 8792 3766,星期一: 10:30 – 21:30,星期二: 10:30 – 21:30,星期三: 10:30 – 21:30,星期四: 10:30 – 21:30,星期五: 10:30 – 21:30,星期六: 10:30 – 21:30,星期日: 10:30 – 21:30,,https://maps.google.com/?cid=12860990633612599178,2,,,,,,0,,0
1247,緒食-一鍋小麻辣（內湖CITYLINK店）Shifood,114台灣台北市內湖區成功路四段188號,4.6,669,25.0842634,121.5944538,+886 2 8792 2020,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=295679640507080749,2,,,,,,0,,0
1248,餡老滿內湖店,"2樓, No. 188號成功路四段內湖區台北市台灣 114",3.5,423,25.0841038,121.5944913,+886 2 8791 0228,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,TRUE,https://maps.google.com/?cid=12241704395364566738,2,,,,,,0,,0
1249,阿琴水餃 - 眷村口味水餃專賣 (僅供外帶),114台灣台北市內湖區成功路四段324巷1弄1號,4.5,200,25.0851154,121.5988638,+886 2 2791 2622,星期一: 休息,星期二: 08:00 – 20:00,星期三: 08:00 – 20:00,星期四: 08:00 – 20:00,星期五: 08:00 – 20:00,星期六: 08:00 – 20:00,星期日: 08:00 – 20:00,,https://maps.google.com/?cid=16087535260298913818,,,,,,,0,,0
1250,巨林美而美早餐店,114台灣台北市內湖區內湖路三段60巷8弄29號,4.5,44,25.0875881,121.5921546,+886 2 2793 3743,星期一: 05:30 – 13:00,星期二: 05:30 – 13:00,星期三: 05:30 – 13:00,星期四: 05:30 – 13:00,星期五: 05:30 – 13:00,星期六: 05:30 – 13:00,星期日: 05:30 – 13:00,,https://maps.google.com/?cid=7241441359579319461,1,,,,,,0,,0
