,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url_googlemap,Price_level,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
437,義式屋古拉爵 南港中信店,115台灣台北市南港區經貿二路166號中國信託金融廣場A棟2樓,3.9,1536,25.0588269,121.6157272,+886 2 2789 2688,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 10:30 – 22:00,星期日: 10:30 – 21:30,,https://maps.google.com/?cid=13788992469698814393,2, 義式屋古拉爵,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d8550570-Reviews-Cafe_Grazie-Taipei.html,115 台灣 台北 台北市南港区经贸二路166号A栋2楼 南港中信店,+886 2 2789 2688,4,"午餐, 晚餐",18
438,餡老滿,115台灣台北市南港區經貿二路66號二樓,3.8,1645,25.0573875,121.6157681,+886 2 2789 3423,"星期一: 11:30 – 14:30, 17:30 – 21:00","星期二: 11:30 – 14:30, 17:30 – 21:00","星期三: 11:30 – 14:30, 17:30 – 21:00","星期四: 11:30 – 14:30, 17:30 – 21:00","星期五: 11:30 – 14:30, 17:30 – 21:00","星期六: 11:00 – 14:30, 17:30 – 21:00","星期日: 11:30 – 14:30, 17:30 – 21:00",TRUE,https://maps.google.com/?cid=1949839268267108181,2, 餡老滿,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d6151655-Reviews-Xian_Lao_Man_Restaurant-Nangang_Taipei.html,"台灣 南港台北 No. 66, Jingmao 2nd Rd., Nangang Dist 2f",+886 2 2789 3423,4,中式料理,61
439,1010湘 (南港中信店),115台灣台北市南港區經貿二路186-1號,4.1,830,25.0585362,121.6149812,+886 2 2782 0866,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 15:00, 17:30 – 21:30","星期日: 11:30 – 15:00, 17:30 – 21:30",FALSE,https://maps.google.com/?cid=6586656607591492238,2, 1010湘-南港中信店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d7621959-Reviews-1010_Hunan_Cuisine_Nangang_CTBC_Financial_Park_Store-Nangang_Taipei.html,115 台灣 南港台北 经贸二路186-1号 C栋1楼,+886 2 2782 0866,4.5,中式料理,74
440,開飯川食堂 南港店,115台灣台北市南港區經貿二路186-1號中國信託金融園區C棟3樓,4.2,1261,25.0585864,121.6148449,+886 2 2786 5778,"星期一: 11:30 – 15:00, 17:30 – 21:30","星期二: 11:30 – 15:00, 17:30 – 21:30","星期三: 11:30 – 15:00, 17:30 – 21:30","星期四: 11:30 – 15:00, 17:30 – 21:30","星期五: 11:30 – 15:00, 17:30 – 21:30","星期六: 11:00 – 16:00, 17:00 – 21:30","星期日: 11:00 – 16:00, 17:00 – 21:30",FALSE,https://maps.google.com/?cid=7865910672585697137,2, 開飯川食堂,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d10283343-Reviews-Kaifun_Together-Nangang_Taipei.html,115 台灣 南港台北 南港区经贸二路186-1号 C栋3楼,+886 2 2786 5778,4.5,中式料理,23
441,上揚食尚鐵板燒,115台灣台北市南港區經貿二路186號C棟3F,3.4,220,25.0588492,121.6149328,+886 2 2785 9929,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=383202339107651993,, 上揚鐵板燒,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d13123656-Reviews-Shang_Yang_Tieban_Shao-Nangang_Taipei.html,115 台灣 南港台北 南港区经贸二路186号C栋3楼,+886 2 2785 9929,4,"日式料理, 牛排, 海鮮, 中亞菜系",2
442,皇冠自助式涮涮鍋,115台灣台北市南港區研究院路二段28號,3.8,573,25.047191,121.6152593,+886 2 2789 0168,星期一: 11:30 – 23:00,星期二: 11:30 – 23:00,星期三: 11:30 – 23:00,星期四: 11:30 – 23:00,星期五: 11:30 – 23:00,星期六: 11:30 – 23:00,星期日: 11:30 – 23:00,,https://maps.google.com/?cid=9053515795112334350,1, 皇冠涮涮鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d6139461-Reviews-Huang_Guan_Quan_Guo_Shabu_Shabu_Buffet-Nangang_Taipei.html,"台灣 南港台北 No. 28, Sec. 2, Academia Rd., Nangang Dist",+886 2 2789 0168,,日式料理,0
443,龜吼小漁村活海鮮/萬里蟹/萬里美食/龜吼海鮮餐廳/龜吼必吃海鮮/龜吼海產/萬里海鮮餐廳,207台灣新北市萬里區漁澳路63號,4.1,1452,25.1955238,121.6873641,+886 2 2492 6060,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=1476350971935846084,2, Small Fishing Cheap Seafood,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d9726234-Reviews-Small_Fishing_Cheap_Seafood-Taipei.html,"台灣 台北 Glory Road, 415",+886 2 2492 6060,5,,1
444,寶豐庭茶莊,115台灣台北市南港區舊莊街二段318-1號,5,1,25.025119,121.662063,+886 2 2782 2952,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 15:00 – 19:00,星期六: 11:00 – 19:00,星期日: 11:00 – 19:00,,https://maps.google.com/?cid=373427252017730462,, 寶豐庭茶莊,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d6150095-Reviews-Bao_Feng_Ting_Tea_House-Nangang_Taipei.html,"台灣 南港台北 No. 318, Sec. 2, Jiuzhuang St., Nangang Dist",+886 2 2782 2952,,"亞洲料理, 台灣小吃/台菜",0
445,DiVino Taipei,106台灣台北市大安區安和路二段71巷15號,4.4,824,25.0300274,121.5530175,+886 2 2732 2552,星期一: 休息,星期二: 18:00 – 21:30,星期三: 18:00 – 21:30,星期四: 18:00 – 21:30,星期五: 18:00 – 21:30,星期六: 18:00 – 21:30,星期日: 休息,TRUE,https://maps.google.com/?cid=5381324663678518713,2, DiVino Ristorante Italiano,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d10831215-Reviews-DiVino_Ristorante_Italiano-Da_an_Taipei.html,"106 台灣 大安台北 An He Road 15, Lane 71, Sector 2",+886 2 2732 2552,4.5,"義式料理, 地中海料理, 歐式料理",46
446,同安樂,103台灣台北市大同區迪化街一段242號1 樓,4.3,900,25.0600194,121.5093119,+886 2 2557 6939,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,TRUE,https://maps.google.com/?cid=6564308519703190684, 同安樂一店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d14025702-Reviews-Ton_An_Family-Datong_Taipei.html,103 台灣 大同台北 迪化街一段242号,+886 2 2557 6939,4,"中式料理, 咖啡廳",48
447,波麗路西餐廳,103台灣台北市大同區民生西路308號,3.7,2035,25.0568911,121.5121123,+886 2 2556 0710,星期一: 休息,"星期二: 10:00 – 14:30, 17:00 – 21:00","星期三: 10:00 – 14:30, 17:00 – 21:00","星期四: 10:00 – 14:30, 17:00 – 21:00","星期五: 10:00 – 14:30, 17:00 – 21:00",星期六: 10:00 – 21:00,星期日: 10:00 – 21:00,,TRUE,https://maps.google.com/?cid=10919525366184022024, BOLERO波麗路西餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d6133395-Reviews-Bolero_Western_Restaurant-Datong_Taipei.html,"台灣 大同台北 No. 308, Minsheng W. Rd., Datong Dist Hotel Kingdom",+886 2 2556 0710,3.5,"午餐, 晚餐",38
448,佳興魚丸店,103台灣台北市大同區延平北路二段210巷21號,3.9,2184,25.0592921,121.5107481,+886 2 2553 6470,星期一: 09:00 – 18:30,星期二: 09:00 – 18:30,星期三: 09:00 – 18:30,星期四: 09:00 – 18:30,星期五: 09:00 – 18:30,星期六: 09:00 – 18:30,星期日: 休息,,,https://maps.google.com/?cid=3577520202027328192, 佳興魚丸,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d6135698-Reviews-Jia_Xing_Fish_Ball-Datong_Taipei.html,"台灣 大同台北 Yanping N. Rd. No. 21, Ln. 210, Sec. 2",+886 2 2553 6470,4.5,"亞洲料理, 台灣小吃/台菜, 多國料理",87
449,飄香牛肉麵,103台灣台北市大同區寧夏路12號1樓,4.3,817,25.0546535,121.5147485,+886 2 2555 7638,"星期一: 11:30 – 14:00, 16:30 – 22:00","星期二: 11:30 – 14:00, 16:30 – 22:00","星期三: 11:30 – 14:00, 16:30 – 22:00","星期四: 11:30 – 14:00, 16:30 – 22:00","星期五: 11:30 – 14:00, 16:30 – 22:00","星期六: 11:30 – 14:00, 16:30 – 22:00",星期日: 休息,,,https://maps.google.com/?cid=17355280538111641363, 飄香牛肉麺,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d6131858-Reviews-Piaoxiang_Beef_Noodle_Restaurant-Datong_Taipei.html,10356 台灣 大同台北 大同区宁夏路12号,+886 2 2555 7638,4,"中式料理, 亞洲料理",25
450,TGI FRIDAYS 星期五美式餐廳,108台灣台北市萬華區武昌街二段72號2樓,4.1,2587,25.044807,121.506211,+886 2 2388 0679,星期一: 11:30 – 23:00,星期二: 11:30 – 23:00,星期三: 11:30 – 23:00,星期四: 11:30 – 23:00,星期五: 11:30 – 00:00,星期六: 11:30 – 00:00,星期日: 11:30 – 23:00,,,https://maps.google.com/?cid=7962355395235933055, T.G.I Fridays(西門店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d4522194-Reviews-T_G_I_Friday_s_Hsi_Men_Restaurant_Ximen_Dian-Wanhua_Taipei.html,108 台灣 萬華台北 万华区武昌街二段72号,+886 2 2388 0679,4,"美式料理, 酒吧, 中美料理, 南美料理",514
451,Buttermilk 餐廳 Restaurant,"一樓, No. 77號武昌街二段萬華區台北市台灣 10843",3.2,10,25.0451617,121.5055717,+886 2 2375 2268,星期一: 11:30 – 21:00,星期二: 11:30 – 21:00,星期三: 11:30 – 21:00,星期四: 11:30 – 21:00,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,,https://maps.google.com/?cid=8201002024561800981, Buttermilk,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d24576666-Reviews-Buttermilk-Taipei.html,"10843 台灣 台北 77, Section 2, Wuchang Street Level 1, Amba Taipei Ximending",+886 2 2375 2268,,美式料理,0
452,Calcutta Indian Food 加爾各答印度料理,108台灣台北市萬華區西寧南路70號B1,4.4,802,25.043474,121.5059821,+886 2 2389 3878,星期一: 休息,"星期二: 11:30 – 14:00, 17:00 – 21:30","星期三: 11:30 – 14:00, 17:00 – 21:30","星期四: 11:30 – 14:00, 17:00 – 21:30","星期五: 11:30 – 14:00, 17:00 – 21:30","星期六: 11:30 – 14:00, 17:00 – 21:30","星期日: 11:30 – 14:00, 17:00 – 21:30",,,https://maps.google.com/?cid=11253830205620302207, 加爾各答 印度咖哩屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d14188299-Reviews-Calcutta_Indian_Food-Wanhua_Taipei.html,108 台灣 萬華台北 西宁南路70号,+886 2 2389 3878,4.5,印度料理,5
454,樂麵屋 西門店,108台灣台北市萬華區昆明街25號,4.2,2958,25.0447846,121.5054561,+886 2 2381 9989,星期一: 12:00 – 21:30,星期二: 12:00 – 21:30,星期三: 12:00 – 21:30,星期四: 12:00 – 21:30,星期五: 12:00 – 22:00,星期六: 12:00 – 22:00,星期日: 12:00 – 22:00,,,https://maps.google.com/?cid=17867131640928022531, 樂麵屋 西門店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6137436-Reviews-Le_Mian_Wu_Japanese_Restaurant-Wanhua_Taipei.html,"台灣 萬華台北 No. 25, Kunming St., Zhongzheng Dist",+886 2 2381 9989,4.5,日式料理,43
456,豚骨拉麵 Nagi 凪 西門店,108台灣台北市萬華區漢中街52號6樓,4.5,5589,25.0438685,121.5072124,+886 2 2370 2000,星期一: 11:30 – 20:30,星期二: 11:30 – 20:30,星期三: 11:30 – 20:30,星期四: 11:30 – 20:30,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,FALSE,https://maps.google.com/?cid=1213799776908659835, Ramen Nagi 凪拉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6133929-Reviews-Universal_Noodle_Ramen_Nagi-Wanhua_Taipei.html,"台灣 萬華台北 No. 52, Hanzhong St., Wanhua Dist 6f",+886 2 2370 2000,4,"日式料理, 亞洲料理, 湯品",104
457,三來素食館 Sun Like Vegetarian Restaurant,100台灣台北市中正區武昌街一段23號,3.8,600,25.0441931,121.5122629,+886 2 2381 5218,星期一: 09:00 – 19:30,星期二: 09:00 – 19:30,星期三: 09:00 – 19:30,星期四: 09:00 – 19:30,星期五: 09:00 – 19:30,星期六: 09:00 – 19:30,星期日: 09:00 – 19:30,,TRUE,https://maps.google.com/?cid=6831266438471309420, 三來素食館,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d16866470-Reviews-Sun_Like_Vegetarian-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 武昌街一段23号,+886 2 2381 5218,,健康料理,0
458,Bear 1 Yakiniku,108台灣台北市萬華區峨眉街No. 44,4,50,25.0435369,121.5063367,+886 2 2370 8468,星期一: 11:30 – 02:00,星期二: 11:30 – 02:00,星期三: 11:30 – 02:00,星期四: 11:30 – 02:00,星期五: 11:30 – 02:00,星期六: 11:30 – 02:00,星期日: 11:30 – 02:00,,,https://maps.google.com/?cid=10962550382501546160, 熊一燒肉專賣(西門店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d12254060-Reviews-Bear_1_Ximen-Wanhua_Taipei.html,108 台灣 萬華台北 万华区(西门町)西宁南路155号2楼,+886 2 2370 8468,4,"日式料理, 燒烤, 亞洲料理, 烤肉",44
459,海產張小館 HAI CHAN CHANG restaurant,108台灣台北市萬華區漢口街二段55之6號,4.2,604,25.0459399,121.5061552,+886 2 2381 2086,星期一: 休息,"星期二: 11:30 – 14:00, 16:50 – 21:00","星期三: 11:30 – 14:00, 16:50 – 21:00","星期四: 11:30 – 14:00, 16:50 – 21:00","星期五: 11:30 – 14:00, 16:50 – 21:00","星期六: 11:30 – 14:00, 16:50 – 21:00","星期日: 11:30 – 14:00, 16:50 – 21:00",,,https://maps.google.com/?cid=11731255006719470713, 海產張小吃店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6136634-Reviews-Hai_Chan_Zhang_Eatery-Wanhua_Taipei.html,"台灣 萬華台北 No. 9, Ln. 53, Sec. 2, Hankou St., Wanhua Dist",+886 2 2381 2086,,海鮮,0
460,Little Beanie Chinese Quick Service Restaurant,108台灣台北市萬華區中華路一段144-28號,3.6,85,25.0432436,121.5081004,+886 2 2311 7858,星期一: 07:30 – 16:00,星期二: 休息,星期三: 07:30 – 16:00,星期四: 07:30 – 16:00,星期五: 07:30 – 16:00,星期六: 07:30 – 16:00,星期日: 07:30 – 16:00,,,https://maps.google.com/?cid=15317363424727517253, 都來也豆漿店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d12123862-Reviews-Dou_Lai_Ye_Doujiang-Wanhua_Taipei.html,108 台灣 萬華台北 万华区内江街74之1号1楼,+886 2 2311 7858,4,"亞洲料理, 台灣小吃/台菜",1
461,川揚郁坊小館,100台灣台北市中正區延平南路163巷2號,4.2,1899,25.0350403,121.5079264,+886 2 2331 1117,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 20:30","星期三: 11:00 – 14:00, 17:00 – 20:30","星期四: 11:00 – 14:00, 17:00 – 20:30","星期五: 11:00 – 14:00, 17:00 – 20:30","星期六: 11:00 – 14:00, 17:00 – 20:30","星期日: 11:00 – 14:00, 17:00 – 20:30",,FALSE,https://maps.google.com/?cid=18397901278192805731, 川揚郁坊小館,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d4568660-Reviews-Chuanyangyufang_Xiaoguan-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No.2, Ln. 163, Yanping S. Rd., Zhongzheng Dist.,",+886 2 2331 1117,4,中式料理,18
462,打狗霸 TAKAO1972 德立莊店,100台灣台北市中正區延平南路110號,4.2,5776,25.0423139,121.5094771,+886 2 2311 1577,"星期一: 11:00 – 14:00, 17:00 – 21:00","星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00",星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=8152290394265747381, 打狗霸 徳立莊店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d12546292-Reviews-Takao1972_De_Li_Zhuang-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 中正区延平南路110号,+886 2 2311 1577,4,"預訂, 接受使用信用卡",118
463,飛天麻辣火鍋店-個人鍋物Fei tien hot pot,108台灣台北市萬華區漢中街155號,3.9,431,25.041598,121.5072587,+886 2 2388 6768,星期一: 11:00 – 23:00,星期二: 11:00 – 23:00,星期三: 11:00 – 23:00,星期四: 11:00 – 23:00,星期五: 11:00 – 23:00,星期六: 11:00 – 23:00,星期日: 11:00 – 23:00,,TRUE,https://maps.google.com/?cid=1675834716331536633, 飛天麻辣火鍋(漢中店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d4508619-Reviews-Fei_Tien_Hot_Pot-Wanhua_Taipei.html,108 台灣 萬華台北 万华区汉中街155号 Ximen MRT Station EXIT.1,+886 2 2388 6768,4,台灣小吃/台菜,29
464,就是牛牛肉麵,100台灣台北市中正區延平南路163巷1號,4,423,25.0351283,121.5079807,+886 2 2371 3683,星期一: 11:00 – 19:30,星期二: 11:00 – 19:30,星期三: 11:00 – 19:30,星期四: 11:00 – 19:30,星期五: 11:00 – 19:30,星期六: 11:00 – 14:00,星期日: 休息,,,https://maps.google.com/?cid=11232416349887490483, 就是牛牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6140908-Reviews-Jiu_Shi_Niu_Beef_Noodles-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 1, Ln. 163, Yanping S. Rd., Zhongzheng Dist",+886 2 2371 3683,4.5,亞洲料理,6
465,鮮五丼 西門店,108台灣台北市萬華區成都路86號2樓,3.8,778,25.0429668,121.5046956,+886 2 2389 1287,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=5117828524232610395, 鮮五丼 西門店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6133537-Reviews-DonMono_Ximen_Restaurant-Wanhua_Taipei.html,台灣 萬華台北 成都路86号 2楼,+886 2 2389 1287,3.5,日式料理,11
466,德芳早餐店,100台灣台北市中正區延平南路220號,4.1,231,25.0343092,121.507393,+886 2 2370 5495,星期一: 05:30 – 11:30,星期二: 05:30 – 11:30,星期三: 05:30 – 11:30,星期四: 05:30 – 11:30,星期五: 05:30 – 11:30,星期六: 05:30 – 13:30,星期日: 休息,,,https://maps.google.com/?cid=12806925197045406055, 德芳早餐店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d14961699-Reviews-De_Fang_Breakfast_Restaurant-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 延平南路220号,+886 2 2370 5495,4,"快餐, 亞洲料理, 台灣小吃/台菜",2
467,維記茶餐廳,108台灣台北市萬華區成都路27巷19號,3.5,1824,25.043175,121.5069096,+886 2 2382 6388,"星期一: 12:00 – 15:30, 17:30 – 22:00","星期二: 12:00 – 15:30, 17:30 – 22:00","星期三: 12:00 – 15:30, 17:30 – 22:00","星期四: 12:00 – 15:30, 17:30 – 22:00","星期五: 12:00 – 15:30, 17:30 – 22:00","星期六: 12:00 – 15:30, 17:30 – 22:00","星期日: 12:00 – 15:30, 17:30 – 22:00",,,https://maps.google.com/?cid=18346707732136465025, 維記茶餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6134883-Reviews-Victoria_Restaurant-Wanhua_Taipei.html,108 台灣 萬華台北 成都路27巷19号,+886 2 2382 6388,4.5,"中式料理, 晚餐",18
468,廣州餐廳,100台灣台北市中正區中華路二段427號,4.2,481,25.025366,121.5089529,+886 2 2305 5039,"星期一: 11:00 – 14:30, 17:00 – 20:30","星期二: 11:00 – 14:30, 17:00 – 20:30",星期三: 休息,"星期四: 11:00 – 14:30, 17:00 – 20:30","星期五: 11:00 – 14:30, 17:00 – 20:30","星期六: 11:00 – 14:30, 17:00 – 20:30","星期日: 11:00 – 14:30, 17:00 – 20:30",,,https://maps.google.com/?cid=7703283398628204356, 廣州燒臘店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6184590-Reviews-Guang_Zhou_Hong_Kong_Style_Roast-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 427, Sec. 2, Zhonghua Rd., Zhongzheng Dist",+886 2 2305 5039,4.5,中式料理,2
469,來來水餃店,100台灣台北市中正區中華路二段309巷9號,3.5,3743,25.028754,121.5057461,+886 2 2305 1561,星期一: 17:00 – 23:30,星期二: 17:00 – 23:30,星期三: 17:00 – 23:30,星期四: 17:00 – 23:30,星期五: 17:00 – 23:30,星期六: 17:00 – 23:30,星期日: 17:00 – 23:30,,FALSE,https://maps.google.com/?cid=2189386220912764175, Lai Lai Dumpling,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d7276989-Reviews-Lai_Lai_Dumpling-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 9, Lane 309, Section 2, Zhonghua Road, Zhongzheng District",+886 2 2305 1561,4,中式料理,33
